filename,deepzoom_hash,title,gallery
101.1.2.1.jpg,f3a7c2867bf2e7bc07072080f51f1d6a,Alb. Vuilleumier of Tramelan (1874-75),People
101.1.3.1.jpg,cf330f57c2d07ed65b19578e25efd84b,Mrs. Pigueron & daughter Anna de Prater,People
101.1.4.1.jpg,42b670ddfbe11cb4c78a2f0081ca5993,T. H. Guenin of Tramelan,People
101.1.5.1.jpg,911782aaef59cc37acd839d12c9917ec,"House in Neuchatel where J. N. Andrews first stopped in Switzerland at Albert F. Vuilleumier's, 1874-1875""",People
101.1.6.1.jpg,c45aeaff273fe4d7ac9f869e64c638c0,"Neuchatel from the West. Postcard: Vue de Neuchatel (Suisse), taken by Bro. Freres",People
101.1.6.2.jpg,a503a177855da1bb8d0e827e7fa185a3,Legend,People
101.2.1.jpg,dde43d8bd0d4f796092f49cef0c450d9,M. B. Czechowski,People
101.2.2.jpg,593fddf175af22ebd2d8355f9a7f7e5b,Sigismond Hauhardt,People
101.2.3.jpg,5090a1d6cb79c5e77929721df74337ae,"J. E. Dietschy of Tramelan (book-binder, school-teacher)",People
101.2.4.jpg,edf2532954a4f0284fd11da1c22a75d6,"Leon Barle, of La Chaux-de-Fonds",People
101.3.1.1.jpg,57ced6486b24a99b6e5e0ca6e634ec4d,"Tramelan, Switzerland:  Left center house was where J. E. Dielschy (?) lived when he made a home for James H. Erzberger.  Building to right of center was building where Albert Vuilleumier lived and where the Tramelan church met",People
101.3.2.1.jpg,2cf6ad60fa6dfae2cff0590c3d626dab,"First house occupied at Basle by Eld. Andrews (48 MŸllerweg), where Sister Maud Sisley Boyd set the type for Les Signes des Temps and tracts (1876-1882))",People
101.3.3.1.jpg,fabb253687c036699627d11e9e9fbf2a,James Erzenberger,People
101.3.4.1.jpg,a9fe7d2b6fbdac1f37f017b66daa0266,Mrs. Catherine Revel of Tarre Pellice. Piermont at 90.,People
102.1.jpg,78b60bdc4479cd220d815690627589cf,J. N. Andrews,People
102.2.jpg,5709429ec4fb0cc8cde2f4c798c7e3af,J. M. Aldrich,People
103.jpg,65fc6410d3793d4e65cae6a79833a378,"William Andrews, Father of Edith and Sarah",People
104.jpg,d0d5f544299a24fac7c8ec740da19a1f,"R. S. Anthony, c. 1899, signed",People
105.jpg,d356a9509f0afb5ea5169bde27a305c0,"Alice Aufranc, taken by S. Vogelsanger, Basel, Switzerland",People
106.jpg,37ba650b37ef76a6f61f0d129354b702,"Louis Aufranc, taken by Taeschler Photograph, Basel, Switzerland",People
107.jpg,dc2361c40b6eb85071ace1531a75cb27,Warren Bachellar,People
108.jpg,0371474438058b807e0878463f99da2e,Wooster Ball,People
109.jpg,06fb7542a2a32898fd9896a366c789c9,Henry Barrows with his first wife and children. Taken in the fall of 1935.,People
11.1.jpg,6213963cee05736247029a33125a0a0f,"E. G. White portrait (engraving master), c. 1875, M. A. Samuels, Oakland, Cal.)",People
11.2.jpg,13695ebd1bfb275d07a025f1cf0308c0,"E. G. White portrait (engraving master), c. 1875, M. A. Samuels, Oakland, Cal.)",People
11.3.jpg,68fe5db6b71a41b55224c0b9d3396100,"E. G. White portrait (engraving master), c. 1875, M. A. Samuels, Oakland, Cal.)",People
11.4.jpg,70b45f7af54f9a8349142bfe2add9b63,"E. G. White portrait (engraving master), c. 1875, M. A. Samuels, Oakland, Cal.)",People
110.1.jpg,93a22d879d066d31d377cbb536802a61,J. Bates' home in Fairhaven at corner of Mulberry and Christian,People
110.10.jpg,51474645f738d5149443d95a849f054a,Prudy Bates,People
110.12.jpg,ceedc3cee8db2a446131cb89e77f01f0,Joseph Bates,People
110.13.jpg,86d3825d395ce43897cecdc589fa8283,Joseph Bates,People
110.14.jpg,8295166ab69a0f424c1bc001ce70eab6,Joseph Bates,People
110.2.jpg,51c4b0d4b956c1f1352b55a06b2e1a52,Joseph Bates. Given to W. C. White by Mrs. Adelia P. Van Horn;,People
110.3.1.jpg,85bddb4bb1fb3889aab7982b00798a53,Joseph Bates,People
110.3.2.jpg,bcb2c1e7bd15f191df976ac25249ede3,Joseph Bates,People
110.4.jpg,ad78172fc3067fa2135b99e4d23ead99,Joseph Bates,People
110.5.jpg,363305ff4165ef82a983eafea544e59f,Joseph Bates Boyhood home,People
110.6.jpg,0be09d8cbab7ae1edf1f4f3417bf498a,"Home of Eld. Bates at Battle Creek, Mich.",People
110.7.jpg,bd5777484e7634bfebd365c54263d408,"Joseph Bates Home, New Bedford, MA",People
110.8.jpg,16086a7908a84384ee03bbf1f5666ccc,Bates House Fairhaven (Bayhood),People
110.9.jpg,5e6cec4c416be47562cca6db69229fa4,"Washington Street Church, Fairhaven, Mass - J. Bates helped to build this",People
111.1.jpg,cceea55652bf01a2902e42ce307714c8,"F. E. Belden, Denver, Col.",People
111.2.jpg,5b27aff6323b564bb1828ce85f256912,"Harriett, Linnie and Frank Belden",People
111.3.jpg,319d550b7a02468ae18c99992b24d3b8,"Frank Beldens daughter. She was crippled with arthritis, cir 1937",People
111.4.jpg,b3d68121bb28327616d792ebc9fc2aed,"Harriett, Linnie and Frank Belden",People
111.5.1.jpg,ecec15d32f64011a5d9b392546a08f6a,F. E. Belden,People
111.5.2.jpg,b30e9667b7a30449873b98852713cebd,F. E. Belden,People
111.5.3.jpg,8edaac0dcee83c5e4f20e14dc123330d,"F. E. Belden, Dallas, Texas, taken by Freeman",People
111.6.jpg,458ee64d91a3f18bfce11a23d1eceb6c,"Russell and Waldron, grandson of Lillie Belden",People
111.7.jpg,e90af7d8671e24797e7d11d56db151dd,"Russel Waldron, Belden Grandson",People
111.8.1.jpg,ac6303ad8c4fb216324aa263bf69f38b,"Linnie Belden, by Schumaker",People
111.8.2.jpg,c342f9b6e7bbaafd0f79f58fa337a2ae,Frank E. Belden - The author 1862,People
111.8.3.jpg,d3683575e5890b10ec6688ba7de23ab6,The Frank Belden home,People
111.8.4.jpg,3ad8700dd3401a9355fda094a9fd05f8,"Frank Belden, Harriet & Linnie",People
112.1.jpg,d1e11693e7d5075ae64764bf048f54bb,S. T. Belden,People
112.2.jpg,7203fc6ad7361e20a7ce3a0d6f7af561,Sara Belden ?,People
113.jpg,d19334604462de2df116e09f0a02212c,"S. T. Belden, by Photo Artist, Battle Creek, Mich.",People
114.jpg,b4411d3aa2a5c4858eee5edd50687e21,"Sara Belden ?, by J. Jungmann, Basel / Baden Baden / MÃ¼lhausen, Switzerland",People
115.1.jpg,39fc822ae7117024df2f976123b515e3,W. L. Bird,People
115.2.jpg,ad726185fd2d468131fbe7fac7a737ce,W. L. Bird,People
115.3.jpg,d99366800371665c53a64351e08d87c0,W. L. Bird preaching,People
116.jpg,daf661e78d474ace09cd81243589f8a1,"J. T. Boettcher & Family, Cabinet Portrait",People
117.1.jpg,bb634a2714c81cd29180ad262bb95c60,D. T. Bordeau and his wife (?),People
117.2.1.jpg,e90f4b12a899ea1e98570efb7792c508,D. T. Bordeau,People
117.2.2.jpg,04dacbe47b45f841711c0a9ec2e5eb04,D. T. Bordeau's wife and his sons ?,People
117.2.3.jpg,2d8b0e38a34a3bce8a313cd16f7611c6,At the Bordeau's house - a familiar sabbath eve scene,People
117.3.jpg,11b07fe433599a99a4222d6f8f0db852,D. T. Bordeau,People
117.4.1.jpg,9e7f661292f857acb49ede83c44ea943,"Grave of Augustin Saxby Bordeau, 1875 - 1915;",People
117.4.2.jpg,336e282533f6e6ab67a2fdd2abbc9f6d,D. T. Bordeau's wife ?,People
117.4.3.jpg,0d47d0e12613a8f8557583d02b219e6d,D. T. Bordeau,People
118.jpg,9e99ff761a1a4d8bc9c0a33facd0fb33,"Martha Butler Andrews Bourdeau, Battle Creek, Mich.",People
119.jpg,ce64aef82af15b8ce48d58fb9ce91fd5,"Maud Sisley Boyd, taken by Photo Artist, Battle Creek, Mich.",People
12.jpg,9878deb54184890a977171b845537c3b,"Eagle Lake, Minnesota, camp meeting, 1875, James and Ellen White, Uriah Smith and others under the canopy",People
120.jpg,d1173dcf07cb93ef413614687c468d80,"Melvin Bradford, taken by Phelps, 41 High Street, Clinton, Mass.; Franklin Block, Marlboro, Mass.",People
121.jpg,fedacc792310d4c5c93a4977a13243a2,W. H. Branson,People
122.jpg,56e6b830838cc5e6041c608abb16c31a,A. P. Bump,People
123.1.1.jpg,bea715e70a22b8ecc10005f20a99c584,William S. Burchard - Publication,People
123.1.2.jpg,dccb023641fb20c051e8528873f387a8,William S. Burchard - letter,People
123.2.1.1.jpg,f7e834b9e4ee9434fc66d73e749765b6,William S. Burchard,People
123.2.2.1.jpg,4e7c1ad655f76bb16c94991c8b8e4e58,William S. Burchard - Postcard,People
123.2.2.2.jpg,f5769e8f52932614c94524478814c930,Backside of card,People
123.2.3.1.jpg,976b11a3de5f2a94eceb1de6a02eff76,William S. Burchard - Postcard,People
123.2.3.2.jpg,ad2023c9ab719bec9f26e773459d2aa7,Backside of card,People
123.3.1.jpg,cd0356115407faf94987ca5a209e08b2,William S. Burchard in front of a car,People
123.3.2.jpg,1b2d5eb7f1f4b789e1bbc0fd20a7c240,Backside of card,People
124.1.jpg,42a08507b92dee7153b5dbd9b764a008,J. A. Burden,People
124.2.jpg,97ef3dfc5e19abdc45f6a3e80a5a2c70,J. A. Burden,People
125.1.jpg,6790bfb3ff73ef71f56026fc631ea0e7,"Ezra P. Butler, Father of G. I. Butler",People
125.2.jpg,d42efff5f731fa0f57126598907eb2a8,Elder George Ide Butler,People
125.3.jpg,10868bc68cd8a4ee608f24ec33221dba,Elder Butlers Family - his Daughter and two Sons,People
125.4.jpg,c2d3a2792ff2e8d3055ed15d487f4cc7,G. I. Butler,People
125.5.1.jpg,f6bdb55e810d5c929a97257370a80734,"G. I. Butler's grave; 1824 - 1918; Bowling, Florida 2/2/86;",People
126.jpg,7cb75d3f067eaacdbe8ff6e676284869,L. J. Burgess & wife,People
127.jpg,42404377ad770fa404a4ed8ce7b18162,"Miss Butler after an original photograph from the family album of Mrs. S. Rossel; CH-2564 Bellmund, Switzerland",People
128.1.jpg,d0bca23551b08c4ea4b6ad0e94336143,Mrs. Butler (Elder),People
128.2.jpg,c71b52142a0f75f3e188ff1a7adf33a4,Mrs. Butler (Elder),People
129.1.jpg,e377d443866da2f202f792e5b0b4ad94,William Butler,People
129.2.jpg,d272d6c057db9b753eb4c3e20d366ad8,William Butler,People
13.1.jpg,5f5cbcd38477b6210a0d8bda178f5e0d,"E. G. White, seated with letter (partial length), c. 1878 (S. F. Miller, photographer, Battle Creek, Michigan)",People
13.2.jpg,426a34c037c56564374a4f5981f9396f,"E. G. White, seated with letter (partial length), c. 1878 (S. F. Miller, photographer, Battle Creek, Michigan)",People
13.3.jpg,7e959f1b6d0b52b071496d7c254ef093,"E. G. White, seated with letter (partial length), c. 1878 (S. F. Miller, photographer, Battle Creek, Michigan)",People
130.1.jpg,c18f337834d8c673a45adffc791f6d09,Eld. John Byington,People
130.2.jpg,3f703d25bda30a7f4d5e960dfe9ebe77,Eld. John Byington,People
130.4.jpg,4de9b47f33443a771294ae21b326f13e,Eld. John Byington,People
130.5.jpg,888a585f9317fa840baf964f954a42ad,Mrs. John Byington,People
131.jpg,1b13d6771444d04b1b35d1c3aacf647a,"Emily Campbell (Housekeeper for Mrs. E. G. White in Sidney, Australia)",People
132.1.jpg,67b4115fbbd09b3fddaa958f38659f55,D. M. Canright with his wife,People
132.2.jpg,3a118bd342fd3300d2893a27b66bf7e3,D. M. Canright's wife,People
132.3.jpg,f337cf97c7b9cdbf0c4a164c882e24b8,Gravestone Canright,People
132.4.jpg,70902123f9d8ab2db65bcd9d7b3c49b2,Gravestone Canright,People
132.5.jpg,0fe767410dc663ced72e9d7577607539,D. M. Canright,People
132.6.jpg,4b2cd2ea442c0045ccc5855b7bc200fe,D. M. Canright,People
132.7.jpg,957a628f9f8b70eb1a74ad40c5bb57f3,D. M. Canright,People
133.1.jpg,12d6a4a8cb5cf29043361356b02a8086,Dr. Caro,People
133.2.jpg,f3a69efd09564f879c5884dfa890e2ee,"Photo taken by F. W. Mason & Co. - Artistic Photographers, Emerson Street, Napier, N.Z.",People
134.jpg,6efbf7032dbefd6097c11d1c6f0c48a2,Mr. and Mrs. H. E. Carr and Children Verna Raymond and Ruth,People
135.jpg,dbd08974f5e46715375e7c8610864647,G. W. Caviness,People
136.jpg,166ea62baf0ea84d81177a1c7aa5ab6a,L. L. Caviness & Sons,People
137.1.jpg,cac9e39a43e269f4845db2cbc495f47a,Fannie Dickerson Chase,People
137.2.jpg,f076c295fb193db88b3f5d206aa67e91,Fannie Dickerson Chase,People
137.3.jpg,3c447ba015c7e442ea7413d3e3b859a5,Fannie Dickerson Chase,People
138.jpg,db319765edf08a69e67d1ecae630c18a,Br. Chelburg & Family,People
139.jpg,cb6bcefe97bce51c3420993973530735,M. J. Church,People
14.jpg,f0fd7d2e34208c2f4cec60960ecb29f0,"E. G. White, seated with letter (full length), c. 1878 (S. F. Miller, photographer, Battle Creek, Mich.)",People
140.jpg,4981fd20f4d94c10c8111ec77490cc9a,R. H. Coggshall,People
141.jpg,cef4f36d48438c18fff5b44696addb52,Timothy Cole,People
142.jpg,0f328be4120d9a711323bfbe2df75223,L. R. Conradi,People
143.jpg,046477b65b5f07aea04f3510d05ca546,J. O. Corliss,People
144.jpg,778226e4529ce61202cec5d32bb907d0,A. M. A. Cornell,People
145.1.jpg,b1724914f959293f0880e6ff1efc1070,M. E. Cornell,People
145.2.jpg,7cdfa4b0417fe7d70552dba44637fa54,M. E. Cornell,People
145.3.jpg,87efe50998e310f31d8bb8f0e0ffc6d5,M. E. Cornell,People
146.1.jpg,62857e96a9a715dfd734adcbc16f988b,"C. C. Crisler and wife, she was Minnie Hawkins, called ""Aunt Minnie"" by W. C. White",People
146.2.1.1.jpg,32c4672f0137d6e24cf6cdd8c34c5af6,"Funeral of C. C. Crisler. At Brother Crislers grave. At Brother Crisler's Grave Left to Right: Harold Schultz, Chinese Worker, Brother Davies, treas. of NW Union, Doctor H. W. Miller, O. A. Hall, Pastor Appel-Supt. of NW Union, Chinese Worker ",People
146.2.1.2.jpg,cfa2c1bdd47e2c13d6eb0df6a9896ae2,No information found,People
146.2.2.1.jpg,a4d2dc8138cfd727b549746739cbc59d,"Funeral of C. C. Crisler. Group in front of plane.  The party who went to Lanchow to Brother Crisler's funeral, standing by Marshall Chang's plane, in which they went: left to right: Mrs. Li - Bro. Crisler's secretary, Miss Mount - Division S.S. secretary, Mr Crisler Beatrice",People
146.2.2.2.jpg,7ad151bc6f0af01bd2e521d820ac9a4e,No information found,People
147.jpg,a97f565cd6e354f11fd61c450f7c9729,"Mrs. Tuxford-Crothers, Brothers and Mother",People
148.jpg,48ff3c91aa9e6aac8ec8be13f15d380e,William Crothers,People
149.1.jpg,3c70325b11b558dbb696bea16e6c355b,May Lacey Currow (color),People
149.2.jpg,bf2a720db8c24e9f301f5dee31e7e494,Arthur and May Lacey Currow (color),People
15.jpg,0a89bb6afe887ac9cf30f6df8877e4b7,"E. G. White & twin sister, Elizabeth Bangs, c. 1878 (S. F. Miller, photographer, Battle Creek, Mich.)",People
150.jpg,06010510b7a2a8bc0c7bed68c7aa7d3e,"M. B. Czechowski after an original photograph from the family album of Mrs. S. Russel, CH-2564 Bellmund, Switzerland",People
151.jpg,bd9917b91d46567c282a540cb4d91312,Israel Damman,People
152.1.1.jpg,6274b8b831a3b284d43175f7c64a5866,A. G. Daniells,People
152.1.2.jpg,7e896a68c1d26d883a1bd03a185ac044,Mrs. A. G. Daniells,People
152.2.1.jpg,f7f13af794d6e813aa0f1098046fe4db,A. G. Daniells ,People
152.2.2.jpg,23d2d367b57f4a4fc05c7162cef0c32a,A. G. Daniells,People
152.3.jpg,2df2d088555356e31c970409e565d346,A. G. Daniells funeral,People
152.4.jpg,5d4a345e1c72779ff76bf9f4caf1e395,A. G. Daniells funeral,People
153.jpg,27ee6880b0efba9bdec046d8f76ffb6e,B. B. and Rose Davis,People
154.jpg,14dc07f69aeabf176e7aab396ebe6219,Marian Davis,People
155.jpg,ea955f0ac09706b678cabc06cc74d87c,Prof. Jules DeLarmey,People
156.1.jpg,fb3beda3c96a21af5423dfab0fd2b36b,Brother Dietschy,People
156.2.jpg,ee3231f1bf717d5171c29c78d7ffea83,Sister Dietschy,People
157.jpg,153a4ca6138984c0e575108e0676ee80,Caroline Smith Dodge,People
158.jpg,3184fda48bca9cc5a9886a88ba7d986e,Edith Donaldson ?,People
159.jpg,5d4465adcfcaef45ce75662905927560,J. E. Dretschy,People
16.1.jpg,5bb3a32dfb3d0f84e5e4b6e343e516ab,E. G. White portrait with book (painting),People
16.2.jpg,7c4448306993c5acd362322f4a36a785,"E. G. White portrait with book, c. 1878",People
160.jpg,4fb3d720b41509b3f2ea7611c72ed5f5,John H. Durland - 1891,People
161.jpg,e2a66be2fb5db6e8d252be4a50641d57,Mr. Hiram Edson,People
162.jpg,2b962bd2d86dd310774a8583b8d27afd,"S. P. S. Edwards, 1958 - waiting for the mail",People
163.jpg,f1d32a118092a4b87b2807a32616b4a1,"Oscar Einarsen, Born March 23, 1867, Norwegian, moved to Denver, Co; baptized March 1894",People
164.jpg,2f26efd1f98436312760a48afa3a4d6f,"Elder Lewis H. Ells | Notes unter the article from Aug. 9, 1923: Lewis Henry Ells was born at Conneaut-ville, Pa., March 21, 1836; and died at College Place, Wash., May 22, 1923. His early childhood was spent in the State of New York, but at the age of eleven he with hiÂ» parents moved to Wisconsin, where he grew to manhood. New Year's Day, 1861, he was united in marriage with Miss Mary A. Farrar, of Kingston, Wis. The year following he moved to Minnesota, and settled near the town of Kenyon. Soon after this he heard the third angel's message, and embraced it with all his heart, casting in his   lot   with   the   advent  people. The advent message so filled his heart that he felt he must be doing something to warn the people of the soon coming of the Lord. In 1867 he raised up a company of Sabbath keepers, and was ordained aÂ» their elder. He soon felt called to preach the gospel, and in May, 1872, received bÂ» first license to preach. A short time after this he wa6 ordained to the gospel ministry^ and was always true and faithful to the charge. He was one of that company of stanch and true ministers who suffered hardship* and privations while pioneering for the truth in the great State of Minnesota. By 1901. the rigorous climate of those Northern States had so affected his constitution that his health failed, and he found it necessary to seek another climate; so he came weat to Idaho, where he rested from active labor for a time. About fifteen years ago ^Â»* Lord graciously healed His servant, and with health restored, he again took up acti** labor,  and   spent  several  years  in the field"" In 1912 he was called upon to part with his companion, who had so jjobly stood pT hi6 side in all his labors, encouraging niÂ» by her faithful and earnest life. Her death was the greatest sorrow of his life. 1*** years that passed were very lonely, although his children did all in their power to Â»&a** his life pleasant and happy. When his'STU""-mons came, he was ready and waiting.-a** fell peacefully asleep without a strugtf*** Tt could be said of him, "" A sheaf of wheat fully ripe, ready for the garner of God.** â–  A.  J. Breed.",People
165.jpg,98f399b80787abeeb254d678b3bca0f9,Jerome Fargo,People
166.1.jpg,e2a37d9e0f30d0805d30a110ba9a5fbf,Farnsworth ,People
166.10.jpg,3cff16ae9da2fdd9ca02d078b0d9d91b,Cyrus Farnsworth ,People
166.2.jpg,ea057f89b03ad97471ad1c51ec7b2f03,William Farnsworth ,People
166.3.1.jpg,87e8bb5d2fa34258c0d107ee7ff0f3d6,John P. Farnsworth (1834-1918) ,People
166.3.10.jpg,6c23d4dfa929b834b6ce7a28e7a734ea,Loretta V. Farnsworth (1857-1923),People
166.3.11.jpg,9ab249b0b037fed7c467f61445e322da,Orville O. Farnsworth (1859-1947),People
166.3.12.jpg,1f5d26acaf1c4eed19d7f7c1439dca78,Lenora L. Farnsworth (1860-1873),People
166.3.13.jpg,47bdaf1c1dcd9daf4cf90897f4d7d255,Benton Farnsworth (1861-1885)  ,People
166.3.14.jpg,0c245ffcccbb2176c8bcb289d2d58e3d,Irvin Ellis Farnsworth (1863-1907),People
166.3.15.jpg,ea0e5872171fd632b30ec4a1d81d220e,Elmer Ellsworth Farnsworth (1865-1927),People
166.3.16.jpg,d99899467315bef16aacbca36bf692ef,Alton Verdelle Farnsworth (1867-1960),People
166.3.17.jpg,2306aba81afcb42ed1798117d121de85,Melbourne Albert Farnsworth (1868-1914)  ,People
166.3.18.jpg,ad36b15b033c9d56a3943c20fd4dc8a0,Nellie May Farnsworth (1870-1949),People
166.3.19.jpg,5f0eeff4e2545f0292656efcedfb3adb,Ernest Emory Farnsworth (1872-1973),People
166.3.2.jpg,c942b164403a0a2d0bbda6f7ae4d6d4d,Stephen M. Farnsworth (1836-1915),People
166.3.20.jpg,69eb007d1100638ce9faa75f1dc9cd25,Merton Alanda Farnsworth (1874-1951) ,People
166.3.3.jpg,a0644cda6b4f7ad110768f9ceb87e20b,Albert Farnsworth (1841-1865),People
166.3.4.jpg,4980d4b0b014a319cc7e57e5e8f7ebf4,George Farnsworth (1843-1931),People
166.3.5.jpg,474a9fdf44367e8a09870204aa7bc815,Sarah J. Farnsworth (1846-1923),People
166.3.6.jpg,a7288653c01d13df4814551cbf3b13a0,Eugene W. Farnsworth (1848-1935),People
166.3.7.jpg,ff11387171e1c1efae13781f05a7e2f4,Augustus Farnsworth (1849-1937)      ,People
166.3.8.jpg,d3e1e5ff580ba4eabe7c5a62ab684539,Imogene A. Farnsworth (1851-1913),People
166.3.9.jpg,1ecd3643f8b95a50cd9885b1fe2176f9,"Cynthia (Stowell) Farnsworth. Second wife of William Farnsworth (married Sept 19, 1855). Holding Nellie Farnsworth (b. 1870)    ",People
166.4.1.jpg,26681e9e3d04853485f80c3eb3fa12cb,Elmer and Sue Farnsworth ,People
166.4.2.jpg,1a8a0e9b8154f42ffc9e5a6250264d3d,Cynthia J. Stowell Farnsworth ,People
166.4.3.jpg,ee75bbf7b247a4555946e733c4c1794c,Daniel Farnsworth (Father of William and Cyrus),People
166.4.4.jpg,cf6d6331520b2e1c8b546553782075dc,Cynthia J. Stowell Farnsworth ,People
166.4.5.jpg,96eac0cb725acf1d6f0b23bdb9730a59,E.W. Farnsworth and wife (?),People
166.5.1.jpg,66dd9b54afff696c2e33ffb09fb512c7,Farnsworth ,People
166.5.2.jpg,ded522f04cad705c0a964a0fc6a62742,"Dares and Ella Robinson with Harold and Anna Mary (see Footprints of the Pioneers by A.W. Spalding, pp. 33-4) ",People
166.5.3.jpg,8a7a2d869cd61f580864e22822099927,Ernest Farnsworth (color),People
166.5.4.jpg,a6d928ff0cb89d18149675f8f86e9e1e,Farnsworth ,People
166.6.jpg,d2749c5e88e8dd4e2933c6c09f734b93,Ernest and Luella Farnsworth with Howard and Zoe,People
166.7.jpg,0738242995aee767a5c3655410f186f0,Ernest Farnsworth at 75,People
